id	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X12	X13	X14	X15	X16	X19	X20	X21	X22	X23	X24	X25	X26	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X42	X43	X44	X45	X46	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X62	X63	X64	X65	X66	X67	X70	X71	X72	X73	X75	X76	X77	X78	X79	X80	X81	X82	X84	X85	X86	X87	X88	X89	X90	X91	X100	X101	X102	X103	X104	X105	X106	X107	X108	X109	X110
ABCC8	7.36019437133023	16.5391779712492	4.36809070662077	19.1392994533306	1.63919821826281	1.7665519335898	3.06357562259567	7.44583923871229	5.39643652561247	4.03118040089087	0.314638590807856	2.5982992508605	4.00182223122089	5.22615914152663	5.77971249240737	3.73071471957886	4.1480056691638	3.37821421340352	6.34035229803604	19.2010528447054	15.7539987851792	10.4112168455153	11.3484511034622	4.47985422150233	6.37537963150435	2.74286292771816	3.41141931565094	2.82182628062361	2.75156914355133	14.2073294189107	2.78639400688398	2.70621583316461	1.56651143956266	3.75521360599312	3.09900789633529	4.47965175136667	7.19416886009314	8.49726665316866	1.78639400688398	2.35391779712492	4.2352702976311	1.36890058716339	2.89815752176554	6.58554363231423	2.73537153269893	0.918809475602349	3.17371937639198	4.83518930957684	9.03401498279004	3.6796922453938	2.8722413444017	2.52682729297429	4.19821826280624	6.87345616521563	1.81939663899575	2.0607410406965	9.02085442397246	4.60518323547277	5.71168252682729	5.30957683741648	2.45393804413849	12.3259769184045	2.62158331646082	0.527839643652561	2.03745697509617	1.78598906661267	2.7930755213606	3.27596679489775	4.75885806843491	6.82304110143754	7.85442397246406	8.84045353310387	6.11945738003644	2.24903826685564	7.35229803603968	6.82992508604981	1.66875885806843	7.68799352095566	4.56428426807046	0.90018222312209	7.94533306337315	2.32192751569144	0.870014172909496	1.65418100830128	9.59222514679085	5.05183235472768	1.43834784369306	13.4553553350881	5.07309171897145
ACP5	0.231538034425319	0.319822320932815	0.305385896724042	0.268184342032204	0.0316490838423098	0.0416435313714603	0.1682398667407	0.200999444752915	0.0871737923375902	0.147695724597446	0.0871737923375902	0.129927817878956	0.117157134925042	0.311493614658523	0.348139922265408	0.17823431426985	0.0688506385341477	0.20599666851749	0.143253747917823	0.792337590227651	0.428095502498612	0.79400333148251	1.11715713492504	0.183786785119378	0.374791782343143	0.0699611327040533	0.102720710716269	0.216546363131594	0.126596335369239	0.18212104386452	0.0394225430316491	0.253747917823431	0.0627429205996669	0.236535258189895	0.15047196002221	0.184342032204331	0.245419211549139	0.176568573014992	0.0260966129927818	0.295391449194892	0.194891726818434	0.255968906163243	0.23375902276513	0.17434758467518	0.0838423098278734	0.131038312048862	0.0660744031093837	0.0705163797890061	0.200444197667962	0.214880621876735	0.131593559133815	0.0616324264297612	0.101610216546363	0.212659633536924	0.194336479733481	0.18212104386452	0.40199888950583	0.0433092726263187	0.445308162132149	0.194336479733481	0.195446973903387	1.34425319267074	0.082176568573015	0.0305385896724042	0.163797890061077	0.031093836757357	0.13270405330372	0.197667962243198	0.0660744031093837	0.284286507495836	0.0777345918933926	0.187673514714048	0.126596335369239	0.0771793448084398	0.13270405330372	0.087729039422543	0.162687395891172	0.711271515824542	0.306496390893948	0.203775680177679	0.109938922820655	0.0905052748473071	0.270405330372016	0.125485841199334	0.113270405330372	0.109383675735702	0.453081621321488	0.151582454192115	0.0810660744031094
ADAMTS4	0.0844321073328707	0.155678926671293	0.196854036548693	0.119592875318066	0.054823039555864	0.277585010409438	0.13439740920657	0.845708998380754	0.0661577608142494	0.159842701827435	0.848253527642841	0.206338191071016	0.368494101318529	0.151052509831136	0.0798056904927134	0.173259310663891	0.244968771686329	0.288688410825815	0.208882720333102	0.136941938468656	0.140643071940782	0.222530650011566	0.0809622947027527	0.295859356928059	0.172334027295859	0.129770992366412	0.344668054591719	0.0404811473513764	0.133703446680546	0.15822345593338	0.17881101087208	0.65764515382836	0.145963451306963	0.188989127920426	0.377515614156836	0.128614388156373	0.141799676150821	0.419616007402267	0.140180430256766	0.217904233171409	0.0918343742771224	0.137867221836687	0.0751792736525561	0.16030534351145	0.100393245431413	0.0837381448068471	0.1852879944483	0.0601434189220449	0.051353226925746	0.0828128614388156	0.0726347443904696	0.0106407587323618	0.320148045338885	0.139486467730743	0.100393245431413	0.1647004395096	0.120749479528105	0.0515845477677539	0.105019662271571	0.10617626648161	0.097617395327319	0.202174415914874	0.118204950266019	0.025676613462873	0.281517464723572	0.350913717325931	0.128614388156373	0.438121674762896	0.195234790654638	0.321073328706917	0.0215128383067314	0.142956280360861	0.077029840388619	0.0973860744853111	0.169789498033773	0.130696275734444	0.309507286606523	0.347675225537821	0.115660421003932	0.139255146888735	0.159148739301411	1.2146657413833	0.0700902151283831	0.350682396483923	0.177191764978025	0.199167244968772	0.359472588480222	0.112190608373814	0.148045338885034
ADCYAP1	0.318251299296851	0.592479364108835	0.612962396820544	0.439315194130235	0.364108835218588	1.09354937328034	0.914399266279425	1.05686334454295	0.369611739529196	0.550290431060838	0.516967288291043	0.213084683583002	0.999694283093855	0.168450015285845	0.561296239682054	0.843167227147661	1.6848058697646	0.899419137878325	0.893610516661571	0.955671048608988	1.15713848975848	0.471721186181596	0.861815958422501	0.578110669520024	0.372057474778355	0.537756037908896	0.615408132069703	0.569550596147967	1.12748394986243	0.654234179150107	0.515438703760318	0.35493732803424	1.66065423417915	1.07459492509936	0.607153775603791	0.494955671048609	0.679608682360134	2.14307551207582	3.3124426780801	0.154387037603179	0.330174258636503	0.227453378171813	0.498929990828493	0.441149495567105	0.743197798838276	0.673494344237236	0.665851421583614	1.03576887801895	0.530418832161418	0.486701314582696	0.636502598593702	0.365637419749312	0.202078874961785	0.5765820849893	0.453378171812901	0.0849892999082849	0.624579639254051	0.614490981351269	0.640782635279731	0.267808009782941	0.318862733109141	0.786303882604708	0.977988382757566	1.40599205136044	0.192907367777438	2.39284622439621	0.726077652094161	0.952308162641394	0.934270865178844	0.329257107918068	0.521858758789361	0.632833995719963	0.229593396514827	0.0996637114032406	0.149495567104861	0.822072760623663	0.383674717211862	0.673800061143381	0.319474166921431	0.531335982879853	0.972791195353103	0.698868847447264	0.469275450932437	1.06358911647814	0.505350045857536	0.445429532253134	0.161418526444512	0.566493427086518	0.719963313971263
AGT	0.541537267080745	0.915372670807453	0.798913043478261	0.402562111801242	0.138975155279503	1.14829192546584	0.243012422360248	0.483307453416149	0.506211180124224	0.350931677018634	0.232142857142857	0.31444099378882	0.533773291925466	0.541537267080745	0.313664596273292	0.859472049689441	1.14052795031056	0.481366459627329	0.273680124223602	0.776009316770186	0.341614906832298	0.402562111801242	1.04153726708075	0.38082298136646	0.822593167701863	0.237189440993789	0.31444099378882	0.159937888198758	0.684394409937888	1.08850931677019	0.297748447204969	1.25	1.41187888198758	0.244953416149068	0.517080745341615	0.709239130434783	1.25310559006211	0.972437888198758	0.487577639751553	0.291149068322981	0.661490683229814	0.522127329192547	0.496506211180124	0.364130434782609	0.144021739130435	0.230201863354037	0.307453416149068	1.59510869565217	0.227096273291925	0.333850931677019	0.824145962732919	0.507375776397516	0.652173913043478	0.772903726708075	0.856754658385093	0.385869565217391	0.736413043478261	1.40489130434783	0.347826086956522	0.339673913043478	0.259316770186335	0.768633540372671	0.200310559006211	0.488742236024845	0.326863354037267	0.402562111801242	0.425077639751553	0.28027950310559	0.393245341614907	0.409549689440994	0.618012422360248	0.47554347826087	0.494565217391304	0.413819875776398	0.429736024844721	0.534549689440994	0.395574534161491	0.447981366459627	0.404114906832298	0.317934782608696	0.283773291925466	0.189829192546584	0.258152173913043	0.37111801242236	0.572204968944099	0.388198757763975	0.616459627329193	0.292701863354037	0.230590062111801
ALB	5.9260752688172	7.72311827956989	3.33870967741935	5.07750896057348	13.4852150537634	0.303763440860215	1.97267025089606	0.751344086021505	6.1926523297491	1.60618279569892	0.849462365591398	1.21415770609319	0.731182795698925	40.1070788530466	17.5600358422939	0.603494623655914	0.172491039426523	1.48835125448029	1.77508960573477	2.99193548387097	2.64471326164875	9.3086917562724	33.4663978494624	1.89381720430108	51.0295698924731	5.96236559139785	0.977150537634409	20.0501792114695	0.324820788530466	7.87724014336918	1.2831541218638	1.15367383512545	0.293906810035842	0.983870967741935	0.609318996415771	76.90770609319	13.7531362007168	0.0949820788530466	0.548835125448029	1.25179211469534	3.08826164874552	1.36424731182796	2.74641577060932	5.33154121863799	0.432795698924731	0.637096774193548	0.671594982078853	0.686827956989247	5.125	3.3239247311828	0.518817204301075	3.44534050179211	6.41442652329749	3.33602150537634	1.78046594982079	0.797939068100358	9.46639784946237	0.826612903225806	10.3355734767025	34.1491935483871	4.01075268817204	6.52508960573477	0.517921146953405	0.754480286738351	0.582437275985663	0.33826164874552	3.41801075268817	0.351254480286738	0.466397849462366	8.68772401433692	27.5492831541219	2.08915770609319	11.0582437275986	42.7746415770609	2.20161290322581	0.504032258064516	0.704749103942652	1.63933691756272	17.929211469534	21.1397849462366	4.88620071684588	0.419802867383513	6.09991039426523	4.29032258064516	6.42831541218638	17.6818996415771	0.344534050179211	1.06317204301075	0.184587813620072
ALDH1A1	31.5021603456553	76.2506000960154	37.1905904944791	35.357657225156	49.8929428708593	21.4263082093135	44.8132501200192	21.5751320211234	34.7373979836774	31.6265002400384	8.01824291886702	36.6586653864618	23.6865098415747	21.3624579932789	48.9745559289486	19.2376380220835	9.42918867018723	18.2083533365338	29.9956793086894	33.4666346615458	30.5410465674508	28.3053288526164	21.3058089294287	18.8943831012962	13.0408065290446	47.2501200192031	22.8977436389822	50.1939510321651	42.9135861737878	53.5424867978877	33.1084973595775	41.6817090734517	7.64570331253	40.3154104656745	19.4066250600096	21.9347095535286	45.0720115218435	28.3941430628901	11.4675948151704	14.2597215554489	51.1358617378781	35.081132981277	51.9769563130101	17.0796927508401	37.4032645223236	44.9111857897264	30.8617378780605	28.8449351896303	55.3835813730197	54.3624579932789	34.390782525204	29.5933749399904	22.390782525204	26.5064810369659	18.8799807969275	26.7561209793567	31.7854056649064	27.2606817090735	21.3855016802688	11.0556889102256	22.5684109457513	72.3293326932309	61.2409985597696	21.8934229476716	29.210273643783	6.48391742678829	37.5319251080173	19.5631301008161	31.6135381661066	33.0110417666827	42.3240518482957	41.6845895343255	45.1363418146903	25.3754200672108	19.5602496399424	30.3038886221795	32.066250600096	29.2534805568891	21.5204032645223	13.5146423427748	39.4018242918867	4.20499279884782	26.0417666826692	14.5352856457033	28.1445031204993	37.2568410945751	42.6586653864618	36.2357177148344	67.4589534325492
ALDOB	4.65328920148945	3.1414977244518	2.82002482416218	2.90980554406289	3.04468349193215	0.228382292097642	0.583367811336367	1.05254447662391	1.05213074058751	2.67149358709144	3.64046338436078	1.31361191559785	0.317749275961936	27.6719073231278	2.78651220521307	0.544062887877534	0.278030616466694	0.332230037236243	2.08853951179148	1.44517997517584	1.41001241208109	11.8134050475796	10.3314025651634	0.909805544062888	18.027306578403	2.32147290028962	0.44766239139429	3.5945386843194	0.267687215556475	3.14108398841539	1.88911874224245	0.798924286305337	0.257757550682664	0.678113363673976	1.57302441042615	11.6640463384361	2.57261067438974	0.123707074886223	0.152254861398428	2.0752999586264	2.27223831195697	1.05833678113364	2.72900289615225	1.32519652461729	0.278444352503103	1.03103020273066	1.17583781547373	0.299958626396359	2.09846917666529	1.38642945800579	0.589573851882499	2.00786098469177	3.24741414977245	0.724865535788167	2.15390980554406	3.05750930906082	2.79106330161357	0.535788167149359	3.60033098882913	6.9338022341746	1.09060819197352	3.74762101779065	0.379395945386843	1.67066611501862	0.191559784857261	0.202730657840298	2.88332643773273	0.14480761274307	0.172114191146049	8.31981795614398	9.24865535788167	0.621845262722383	3.85891601158461	9.69838642945801	1.65742656185354	0.277203144393877	0.936284650393049	1.03351261894911	13.0302027306578	34.13363673976	2.28878775341332	3.60239966901117	7.99296648738105	5.37401737691353	10.1365328920149	20.7443111294994	0.668597434836574	0.650393049234588	0.186181216383947
ANPEP	3.30090934141637	2.31716726370901	1.86056764949022	3.25819785064756	3.01074676219344	0.0923119316616148	0.819233948746211	0.794433728299807	3.57012951226233	1.20198401763571	2.63901901350234	1.88371452190686	0.886470101956462	11.2595756406724	2.46955084045192	1.07357398732433	0.300909341416368	1.58831634058969	0.99696886194544	2.18985946541747	1.1027831358501	3.95232846514191	10.7751446679526	1.62606778726922	7.25682006062276	2.65362358776522	0.867732157619179	2.35987875447782	0.259024524662441	1.51915128134472	0.601267566822816	1.95205290713695	0.771562413888123	0.820060622761091	2.83025626894461	11.0840451915128	1.46266189032791	0.263433452741802	0.842656379167815	4.05896941306145	2.21686414990355	1.03058693855056	1.07632956737393	2.08211628547809	0.300082667401488	0.709010746762193	1.28244695508405	0.636538991457702	1.09341416368145	1.59272526866905	0.982915403692477	3.93331496279967	4.25819785064756	2.41499035546983	2.16230366492147	2.04987599889777	1.88812344998622	1.79112703224029	2.510333425186	6.56764949021769	3.15569027280242	0.957288509231193	0.392670157068063	0.476990906585836	0.595480848718655	0.517222375310003	2.40148801322678	0.594103058693855	0.415541471479746	3.60925874896666	7.18021493524387	0.410030311380546	3.63598787544778	11.9740975475338	1.46293744833287	0.654174703775145	0.99751997795536	0.665197023973546	7.99393772389088	10.3973546431524	1.06668503720033	4.16285478093139	3.09396527969138	4.12978782033618	4.5006888950124	7.11297878203362	1.10223201984018	0.567649490217691	0.704877376687793
ANXA2	69.0395322939866	29.6013363028953	47.2422048997773	24.228285077951	135.983296213808	40.0991091314031	42.2154788418708	20.6135857461025	89.2744988864142	107.915367483296	64.9548997772828	66.1430957683742	38.8752783964365	77.5261692650334	44.9988864142539	35.2744988864143	21.6241648106904	26.6492204899777	44.3095768374165	21.0317371937639	13.8218262806236	51.5428730512249	16.3402004454343	46.5985523385301	30.5623608017817	104.102449888641	50.902004454343	60.7332962138085	44.543986636971	28.6286191536748	100.976057906459	55.2756124721604	19.3869710467706	28.6748329621381	43.0061247216036	36.0501113585746	26.5957683741648	15.293429844098	54.9660356347439	84.0567928730512	75.6369710467706	69.4916481069042	37.6659242761693	35.1759465478842	26.0144766146993	58.3641425389755	48.0423162583519	32.7048997772829	49.4855233853007	52.8841870824053	42.4599109131403	33.9504454342984	46.0506681514477	40.7800668151448	50.8034521158129	114.303452115813	60.5089086859688	32.5389755011136	43.3613585746102	45.1052338530067	52.0746102449889	27.8841870824053	53.8312917594655	38.0718262806236	42.3106904231626	74.6481069042316	82.7923162583519	18.7115812917595	30.2694877505568	38.293986636971	33.9443207126949	28.5684855233853	41.0746102449889	51.228285077951	60.9599109131403	17.7143652561247	67.6353006681514	17.3301781737194	53.0395322939866	76.1069042316258	33.6341870824053	83.2861915367483	88.3496659242762	53.8736080178174	47.7138084632517	37.761135857461	79.0133630289532	11.1815144766147	23.9047884187082
